TripNumber,TripDate,FromPos,ToPos,Distance,DriverName,DriverType,Revenue,DieselCost,OtherExpensesCost,ExternalTransportCost,TotalCost,Profit,TripYear,TripMonth,TripDay,TripQuarter,TripWeekday
TR0882,2023-10-04,HAIL,MADINAH,594,Hamad Saleh,External,5948.82,1182.0,158.4,53.49,1393.89,4554.93,2023,10,4,4,Wednesday
TR0883,2023-07-10,MADINAH,YANBU,1139,Omar Khalid,Internal,858.0,141.65,23.58,0.0,165.23,692.77,2023,7,10,3,Monday
TR0884,2023-06-02,HAIL,RIYADH,1028,Omar Khalid,Internal,6540.41,1300.89,352.76,0.0,1653.65,4886.76,2023,6,2,2,Friday
TR0885,2023-11-18,JUBAIL,BURAIDAH,1319,Abdullah Hassan,External,2744.01,457.41,189.08,235.75,882.24,1861.77,2023,11,18,4,Saturday
TR0886,2023-03-13,YANBU,ABHA,1164,Majed Saud,Internal,1289.2,195.5,40.68,0.0,236.18,1053.02,2023,3,13,1,Monday
TR0887,2023-07-04,TABUK,JEDDAH,400,Majed Saud,External,6713.28,726.34,159.32,894.72,1780.38,4932.9,2023,7,4,3,Tuesday
TR0888,2023-09-01,MAKKAH,BURAIDAH,259,Omar Khalid,External,4911.8,746.08,214.58,194.28,1154.94,3756.86,2023,9,1,3,Friday
TR0889,2023-09-13,JUBAIL,ABHA,1001,Majed Saud,External,5987.88,848.44,178.26,454.29,1480.99,4506.89,2023,9,13,3,Wednesday
TR0890,2023-09-06,YANBU,TABUK,364,Majed Saud,Internal,5708.53,830.84,125.34,0.0,956.18,4752.35,2023,9,6,3,Wednesday
TR0891,2023-03-22,BURAIDAH,TAIF,343,Fahad Majed,External,1327.52,181.82,49.62,104.1,335.54,991.98,2023,3,22,1,Wednesday
TR0892,2023-03-02,TAIF,MADINAH,866,Faisal Nasser,External,4144.44,742.35,118.23,366.55,1227.13,2917.31,2023,3,2,1,Thursday
TR0893,2023-01-25,MADINAH,TAIF,541,Khalid Omar,External,515.64,79.8,12.4,3.46,95.66,419.98,2023,1,25,1,Wednesday
TR0894,2023-09-04,HAIL,MADINAH,1258,Nasser Fahad,External,6360.12,938.26,401.97,577.86,1918.09,4442.03,2023,9,4,3,Monday
TR0895,2023-03-12,BURAIDAH,YANBU,1043,Rashed Hamad,External,5504.16,632.42,350.46,73.74,1056.62,4447.54,2023,3,12,1,Sunday
TR0896,2023-11-16,JUBAIL,HAIL,938,Saeed Turki,Internal,7251.83,971.02,164.97,0.0,1135.99,6115.84,2023,11,16,4,Thursday
TR0897,2023-12-10,TABUK,MADINAH,1422,Mohammed Saeed,Internal,5804.06,912.4,393.34,0.0,1305.74,4498.32,2023,12,10,4,Sunday
TR0898,2023-12-29,MADINAH,HAIL,1421,Mohammed Saeed,Internal,1943.2,314.55,106.12,0.0,420.67,1522.53,2023,12,29,4,Friday
TR0899,2023-01-28,HAIL,BURAIDAH,487,Rashed Hamad,External,4269.79,434.95,254.03,340.64,1029.62,3240.17,2023,1,28,1,Saturday
TR0900,2023-01-10,MADINAH,MAKKAH,602,Hamad Saleh,External,1134.86,174.04,44.52,100.25,318.81,816.05,2023,1,10,1,Tuesday
TR0901,2023-09-09,RIYADH,ABHA,995,Khalid Omar,External,680.43,103.96,29.2,9.29,142.45,537.98,2023,9,9,3,Saturday
TR0902,2023-02-20,BURAIDAH,DAMMAM,684,Khalid Omar,Internal,2416.66,263.33,92.82,0.0,356.15,2060.51,2023,2,20,1,Monday
TR0903,2023-07-28,JUBAIL,DAMMAM,220,Fahad Majed,External,1860.93,318.83,70.49,27.56,416.88,1444.05,2023,7,28,3,Friday
TR0904,2023-03-14,ABHA,TAIF,628,Saeed Turki,Internal,889.09,110.21,49.63,0.0,159.84,729.25,2023,3,14,1,Tuesday
TR0905,2023-05-02,TABUK,HAIL,1133,Saeed Turki,Internal,2519.66,332.18,134.01,0.0,466.19,2053.47,2023,5,2,2,Tuesday
TR0906,2023-02-03,TABUK,RIYADH,934,Salem Rashed,Internal,7353.01,748.99,391.51,0.0,1140.5,6212.51,2023,2,3,1,Friday
TR0907,2023-10-28,JUBAIL,JEDDAH,604,Rashed Hamad,Internal,2784.6,391.72,69.71,0.0,461.43,2323.17,2023,10,28,4,Saturday
TR0908,2023-11-22,BURAIDAH,MAKKAH,391,Omar Khalid,Internal,6365.18,978.67,289.14,0.0,1267.81,5097.37,2023,11,22,4,Wednesday
TR0909,2023-10-12,TABUK,RIYADH,102,Hamad Saleh,External,7708.36,1249.32,456.21,193.54,1899.07,5809.29,2023,10,12,4,Thursday
TR0910,2023-01-31,TABUK,MADINAH,1324,Faisal Nasser,External,7994.31,1472.9,261.94,1008.1,2742.94,5251.37,2023,1,31,1,Tuesday
TR0911,2023-05-25,RIYADH,MAKKAH,1193,Fahad Majed,Internal,2754.79,384.38,75.42,0.0,459.8,2294.99,2023,5,25,2,Thursday
TR0912,2023-03-13,YANBU,BURAIDAH,672,Saleh Ayed,External,2081.38,313.21,141.79,275.97,730.97,1350.41,2023,3,13,1,Monday
TR0913,2023-06-25,JUBAIL,MADINAH,1027,Faisal Nasser,Internal,5467.08,722.55,178.43,0.0,900.98,4566.1,2023,6,25,2,Sunday
TR0914,2023-11-03,TAIF,RIYADH,373,Salem Rashed,Internal,5065.9,508.76,104.23,0.0,612.99,4452.91,2023,11,3,4,Friday
TR0915,2023-03-30,ABHA,HAIL,1101,Rashed Hamad,External,4535.99,810.72,267.38,52.75,1130.85,3405.14,2023,3,30,1,Thursday
TR0916,2023-01-16,JUBAIL,TABUK,1476,Mohammed Saeed,External,7790.29,1072.24,436.87,451.94,1961.05,5829.24,2023,1,16,1,Monday
TR0917,2023-12-23,RIYADH,DAMMAM,1047,Omar Khalid,Internal,3834.33,468.37,81.24,0.0,549.61,3284.72,2023,12,23,4,Saturday
TR0918,2023-05-24,JUBAIL,TAIF,492,Mohammed Saeed,External,6563.11,801.45,517.22,952.27,2270.94,4292.17,2023,5,24,2,Wednesday
TR0919,2023-01-19,MADINAH,BURAIDAH,1341,Abdullah Hassan,Internal,1970.65,358.88,86.25,0.0,445.13,1525.52,2023,1,19,1,Thursday
TR0920,2023-05-23,HAIL,BURAIDAH,1111,Khalid Omar,Internal,5448.79,853.12,332.07,0.0,1185.19,4263.6,2023,5,23,2,Tuesday
TR0921,2023-10-17,DAMMAM,JEDDAH,1304,Khalid Omar,Internal,1455.73,281.47,103.84,0.0,385.31,1070.42,2023,10,17,4,Tuesday
TR0922,2023-09-25,YANBU,MADINAH,492,Hamad Saleh,Internal,7939.64,1344.17,412.67,0.0,1756.84,6182.8,2023,9,25,3,Monday
TR0923,2023-05-10,JUBAIL,BURAIDAH,1029,Ahmed Ali,External,5307.25,1031.24,122.66,747.33,1901.23,3406.02,2023,5,10,2,Wednesday
TR0924,2023-08-10,ABHA,MADINAH,349,Salem Rashed,External,4216.81,639.8,95.33,456.19,1191.32,3025.49,2023,8,10,3,Thursday
TR0925,2023-01-25,MADINAH,TABUK,1190,Nasser Fahad,External,538.69,64.35,13.42,46.21,123.98,414.71,2023,1,25,1,Wednesday
TR0926,2023-01-13,YANBU,MAKKAH,967,Mohammed Saeed,Internal,1976.58,262.73,46.98,0.0,309.71,1666.87,2023,1,13,1,Friday
TR0927,2023-11-17,JEDDAH,RIYADH,1082,Saeed Turki,Internal,4943.98,804.04,198.05,0.0,1002.09,3941.89,2023,11,17,4,Friday
TR0928,2023-05-09,MAKKAH,JEDDAH,1069,Abdullah Hassan,External,6743.88,1228.49,345.16,239.49,1813.14,4930.74,2023,5,9,2,Tuesday
TR0929,2023-02-07,HAIL,JUBAIL,998,Rashed Hamad,Internal,5190.12,819.49,130.44,0.0,949.93,4240.19,2023,2,7,1,Tuesday
TR0930,2023-02-01,RIYADH,TABUK,741,Saleh Ayed,Internal,6369.85,676.48,434.06,0.0,1110.54,5259.31,2023,2,1,1,Wednesday
TR0931,2023-01-29,MADINAH,JUBAIL,1382,Saeed Turki,Internal,1263.71,133.42,29.23,0.0,162.65,1101.06,2023,1,29,1,Sunday
TR0932,2023-07-15,ABHA,JEDDAH,1364,Rashed Hamad,External,2248.34,359.64,133.96,3.58,497.18,1751.16,2023,7,15,3,Saturday
TR0933,2023-07-16,TABUK,ABHA,1370,Fahad Majed,Internal,3047.12,590.41,204.08,0.0,794.49,2252.63,2023,7,16,3,Sunday
TR0934,2023-08-21,BURAIDAH,TAIF,1303,Abdullah Hassan,Internal,1270.17,202.61,30.55,0.0,233.16,1037.01,2023,8,21,3,Monday
TR0935,2023-04-10,HAIL,DAMMAM,1405,Turki Salem,External,3165.43,468.93,181.22,88.28,738.43,2427.0,2023,4,10,2,Monday
TR0936,2023-03-12,RIYADH,JEDDAH,361,Faisal Nasser,External,4348.44,718.23,180.31,380.71,1279.25,3069.19,2023,3,12,1,Sunday
TR0937,2023-10-05,DAMMAM,MAKKAH,1061,Faisal Nasser,External,2682.98,528.62,137.0,264.68,930.3,1752.68,2023,10,5,4,Thursday
TR0938,2023-03-16,RIYADH,MADINAH,1138,Hamad Saleh,Internal,3665.46,438.17,117.38,0.0,555.55,3109.91,2023,3,16,1,Thursday
TR0939,2023-04-14,JEDDAH,ABHA,487,Salem Rashed,External,5710.86,1131.85,319.73,283.67,1735.25,3975.61,2023,4,14,2,Friday
TR0940,2023-10-24,HAIL,TAIF,1361,Faisal Nasser,External,2964.64,327.55,215.13,404.91,947.59,2017.05,2023,10,24,4,Tuesday
TR0941,2023-09-11,MAKKAH,RIYADH,1408,Abdullah Hassan,Internal,3999.03,485.14,195.33,0.0,680.47,3318.56,2023,9,11,3,Monday
TR0942,2023-06-19,YANBU,ABHA,520,Saeed Turki,Internal,6695.63,674.07,137.89,0.0,811.96,5883.67,2023,6,19,2,Monday
TR0943,2023-07-03,RIYADH,HAIL,335,Khalid Omar,External,3803.06,620.41,284.33,205.31,1110.05,2693.01,2023,7,3,3,Monday
TR0944,2023-01-16,MAKKAH,MADINAH,681,Khalid Omar,Internal,7140.37,1227.31,288.39,0.0,1515.7,5624.67,2023,1,16,1,Monday
TR0945,2023-10-11,MAKKAH,DAMMAM,501,Ahmed Ali,Internal,6821.61,1303.37,145.02,0.0,1448.39,5373.22,2023,10,11,4,Wednesday
TR0946,2023-12-13,DAMMAM,TABUK,1441,Rashed Hamad,Internal,3037.87,367.65,143.91,0.0,511.56,2526.31,2023,12,13,4,Wednesday
TR0947,2023-07-09,TAIF,YANBU,450,Turki Salem,External,7087.91,755.13,203.18,982.55,1940.86,5147.05,2023,7,9,3,Sunday
TR0948,2023-04-08,MAKKAH,HAIL,874,Majed Saud,External,2884.64,412.37,167.8,398.52,978.69,1905.95,2023,4,8,2,Saturday
TR0949,2023-11-12,HAIL,MAKKAH,1196,Faisal Nasser,Internal,2957.6,311.51,200.34,0.0,511.85,2445.75,2023,11,12,4,Sunday
TR0950,2023-03-06,BURAIDAH,JUBAIL,1101,Abdullah Hassan,Internal,6384.99,1143.55,363.26,0.0,1506.81,4878.18,2023,3,6,1,Monday
TR0951,2023-03-27,BURAIDAH,ABHA,1421,Rashed Hamad,External,4239.41,620.76,166.65,237.75,1025.16,3214.25,2023,3,27,1,Monday
TR0952,2023-12-22,TABUK,BURAIDAH,1070,Faisal Nasser,External,5285.79,946.49,311.78,164.28,1422.55,3863.24,2023,12,22,4,Friday
TR0953,2023-04-14,TABUK,MAKKAH,910,Abdullah Hassan,External,3687.67,507.82,108.54,465.99,1082.35,2605.32,2023,4,14,2,Friday
TR0954,2023-05-11,BURAIDAH,JEDDAH,375,Rashed Hamad,Internal,2712.86,412.03,91.72,0.0,503.75,2209.11,2023,5,11,2,Thursday
TR0955,2023-01-22,TABUK,HAIL,1372,Omar Khalid,External,3883.63,556.33,163.31,289.84,1009.48,2874.15,2023,1,22,1,Sunday
TR0956,2023-05-20,ABHA,RIYADH,467,Nasser Fahad,Internal,2492.19,268.13,184.64,0.0,452.77,2039.42,2023,5,20,2,Saturday
TR0957,2023-05-31,BURAIDAH,HAIL,1219,Salem Rashed,Internal,6394.05,1231.88,165.63,0.0,1397.51,4996.54,2023,5,31,2,Wednesday
TR0958,2023-02-06,TAIF,RIYADH,1218,Abdullah Hassan,External,1974.85,262.51,75.37,241.59,579.47,1395.38,2023,2,6,1,Monday
TR0959,2023-12-16,MADINAH,MAKKAH,1337,Khalid Omar,External,564.0,73.29,39.11,66.25,178.65,385.35,2023,12,16,4,Saturday
TR0960,2023-07-26,ABHA,JUBAIL,1442,Ahmed Ali,External,5405.68,1075.34,416.72,701.76,2193.82,3211.86,2023,7,26,3,Wednesday
TR0961,2023-04-27,MAKKAH,MADINAH,1071,Abdullah Hassan,External,5918.83,864.98,399.61,277.96,1542.55,4376.28,2023,4,27,2,Thursday
TR0962,2023-04-07,ABHA,TABUK,529,Nasser Fahad,External,6897.08,710.47,195.44,903.95,1809.86,5087.22,2023,4,7,2,Friday
TR0963,2023-06-06,YANBU,RIYADH,1123,Rashed Hamad,External,3048.67,432.65,186.41,184.46,803.52,2245.15,2023,6,6,2,Tuesday
TR0964,2023-12-20,BURAIDAH,MADINAH,767,Fahad Majed,Internal,4756.83,491.0,134.85,0.0,625.85,4130.98,2023,12,20,4,Wednesday
TR0965,2023-06-19,HAIL,YANBU,1334,Saleh Ayed,External,7851.29,945.46,341.05,629.47,1915.98,5935.31,2023,6,19,2,Monday
TR0966,2023-04-07,TABUK,JEDDAH,773,Fahad Majed,External,5292.52,690.49,160.29,535.78,1386.56,3905.96,2023,4,7,2,Friday
TR0967,2023-04-01,RIYADH,JUBAIL,1100,Ahmed Ali,Internal,1992.49,380.83,85.98,0.0,466.81,1525.68,2023,4,1,2,Saturday
TR0968,2023-04-16,MAKKAH,TAIF,1450,Turki Salem,Internal,3909.98,535.14,80.79,0.0,615.93,3294.05,2023,4,16,2,Sunday
TR0969,2023-06-17,ABHA,TABUK,421,Mohammed Saeed,Internal,4523.4,668.67,109.13,0.0,777.8,3745.6,2023,6,17,2,Saturday
TR0970,2023-04-16,DAMMAM,MADINAH,734,Saeed Turki,External,1690.86,266.33,65.3,51.48,383.11,1307.75,2023,4,16,2,Sunday
TR0971,2023-12-17,TABUK,MADINAH,513,Ahmed Ali,Internal,3842.99,701.19,216.33,0.0,917.52,2925.47,2023,12,17,4,Sunday
TR0972,2023-05-07,BURAIDAH,TAIF,1265,Saleh Ayed,External,3951.53,622.81,253.84,170.65,1047.3,2904.23,2023,5,7,2,Sunday
TR0973,2023-08-22,TAIF,MADINAH,900,Fahad Majed,Internal,3612.9,426.17,206.17,0.0,632.34,2980.56,2023,8,22,3,Tuesday
TR0974,2023-08-10,TABUK,ABHA,1449,Khalid Omar,Internal,3451.63,671.58,118.67,0.0,790.25,2661.38,2023,8,10,3,Thursday
TR0975,2023-03-22,MADINAH,YANBU,1201,Faisal Nasser,Internal,5735.33,987.86,189.47,0.0,1177.33,4558.0,2023,3,22,1,Wednesday
TR0976,2023-09-10,ABHA,HAIL,348,Omar Khalid,Internal,6165.48,927.53,411.67,0.0,1339.2,4826.28,2023,9,10,3,Sunday
TR0977,2023-07-29,TABUK,DAMMAM,617,Abdullah Hassan,Internal,3966.26,425.66,244.6,0.0,670.26,3296.0,2023,7,29,3,Saturday
TR0978,2023-08-25,ABHA,TAIF,917,Hamad Saleh,Internal,3475.06,351.24,93.41,0.0,444.65,3030.41,2023,8,25,3,Friday
TR0979,2023-03-11,TAIF,YANBU,1050,Nasser Fahad,External,1011.78,156.67,34.94,144.18,335.79,675.99,2023,3,11,1,Saturday
TR0980,2023-03-13,TABUK,MADINAH,430,Khalid Omar,Internal,5052.41,594.79,138.68,0.0,733.47,4318.94,2023,3,13,1,Monday
TR0981,2023-07-20,DAMMAM,JEDDAH,1475,Rashed Hamad,Internal,5580.37,643.69,231.5,0.0,875.19,4705.18,2023,7,20,3,Thursday
TR0982,2023-04-21,YANBU,RIYADH,1482,Turki Salem,Internal,3815.44,399.77,221.63,0.0,621.4,3194.04,2023,4,21,2,Friday
TR0983,2023-09-25,JUBAIL,YANBU,1451,Saleh Ayed,Internal,3429.64,448.71,79.38,0.0,528.09,2901.55,2023,9,25,3,Monday
TR0984,2023-01-03,RIYADH,TABUK,513,Saleh Ayed,Internal,3309.84,409.94,84.35,0.0,494.29,2815.55,2023,1,3,1,Tuesday
TR0985,2023-08-04,RIYADH,JEDDAH,790,Hamad Saleh,Internal,5599.7,595.34,434.12,0.0,1029.46,4570.24,2023,8,4,3,Friday
TR0986,2023-02-19,JUBAIL,DAMMAM,442,Ahmed Ali,External,4343.75,788.66,170.97,408.39,1368.02,2975.73,2023,2,19,1,Sunday
TR0987,2023-11-16,MAKKAH,HAIL,909,Saeed Turki,Internal,2243.06,248.06,88.38,0.0,336.44,1906.62,2023,11,16,4,Thursday
TR0988,2023-01-08,ABHA,YANBU,747,Ahmed Ali,External,2095.76,255.7,124.65,87.54,467.89,1627.87,2023,1,8,1,Sunday
TR0989,2023-11-16,TAIF,RIYADH,237,Saleh Ayed,Internal,3583.23,633.35,179.07,0.0,812.42,2770.81,2023,11,16,4,Thursday
TR0990,2023-02-22,YANBU,BURAIDAH,1265,Khalid Omar,External,7692.76,1230.74,606.84,803.49,2641.07,5051.69,2023,2,22,1,Wednesday
TR0991,2023-12-14,YANBU,DAMMAM,780,Khalid Omar,External,7835.16,1305.63,188.44,20.74,1514.81,6320.35,2023,12,14,4,Thursday
TR0992,2023-10-27,TABUK,ABHA,1146,Salem Rashed,Internal,4275.65,728.84,88.92,0.0,817.76,3457.89,2023,10,27,4,Friday
TR0993,2023-01-11,HAIL,JEDDAH,732,Abdullah Hassan,External,6179.34,1000.91,145.8,347.15,1493.86,4685.48,2023,1,11,1,Wednesday
TR0994,2023-06-01,MAKKAH,DAMMAM,869,Abdullah Hassan,Internal,2285.48,394.32,181.27,0.0,575.59,1709.89,2023,6,1,2,Thursday
TR0995,2023-08-16,YANBU,TAIF,374,Faisal Nasser,External,5327.02,937.82,273.02,781.13,1991.97,3335.05,2023,8,16,3,Wednesday
TR0996,2023-11-28,MADINAH,RIYADH,569,Hamad Saleh,External,3070.46,370.24,71.37,422.65,864.26,2206.2,2023,11,28,4,Tuesday
TR0997,2023-05-08,JUBAIL,MAKKAH,1345,Hamad Saleh,External,4411.04,522.07,254.9,42.75,819.72,3591.32,2023,5,8,2,Monday
TR0998,2023-09-09,JEDDAH,MADINAH,206,Salem Rashed,Internal,7537.06,848.34,229.28,0.0,1077.62,6459.44,2023,9,9,3,Saturday
TR0999,2023-10-09,MAKKAH,MADINAH,1139,Mohammed Saeed,External,5937.42,778.67,375.84,218.13,1372.64,4564.78,2023,10,9,4,Monday
TR1000,2023-04-01,HAIL,MAKKAH,720,Faisal Nasser,External,7757.94,932.04,556.6,559.93,2048.57,5709.37,2023,4,1,2,Saturday
